,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,company,chi,p,sub_ids,cik_x,form,period,fy,filed,nine_digit_cik,ticker,cik_y,ticker_1,bucket
5224,5224,5224,2443,2443,2443,4154,"SOBR SAFE, INC.",12.465809021846175,0.13159919331949607,0001477932-21-001930,1425627,10-K,20201231.0,2020.0,20210331,1425627,,,,5
5225,5225,5225,3028,3028,3028,3888,"SOC TELEMED, INC.",14.922710611068736,0.06066584166671594,0001213900-21-018724,1791091,10-K,20201231.0,2020.0,20210330,1791091,TLMD US Equity,1791091.0,TLMD,5
5226,5226,5226,5957,5957,5957,36,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP. IV,18.65035885167464,0.0168456091384217,0001104659-21-046120,1818876,10-K,20201231.0,2020.0,20210402,1818876,IPOD US Equity,1818876.0,IPOD,5
5227,5227,5227,5163,5163,5163,3069,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP. V,40.96626794258373,2.1150979964549408e-06,0001104659-21-037483,1818874,10-K,20201231.0,2020.0,20210317,1818874,SOFI US Equity,1818874.0,SOFI,5
5228,5228,5228,3992,3992,3992,3831,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP. VI,20.425,0.008842331020456251,0001104659-21-043536,1818873,10-K,20201231.0,2020.0,20210330,1818873,IPOF US Equity,1818873.0,IPOF,5
5229,5229,5229,5052,5052,5052,4475,"SOCIAL LIFE NETWORK, INC.",34.4215367965368,3.406790024474137e-05,0001493152-21-007516,1281984,10-K,20201231.0,2020.0,20210331,1281984,,,,5
5230,5230,5230,2585,2585,2585,3465,"SOCKET MOBILE, INC.",13.103552195998015,0.10833602634665034,0000944075-21-000026,944075,10-K,20201231.0,2020.0,20210323,944075,,,,5
5231,5231,5231,2388,2388,2388,2978,SOFTWARE ACQUISITION GROUP INC. II,12.2,0.14250097436881706,0001213900-21-015701,1816048,10-K,20201231.0,2020.0,20210316,1816048,,,,5
5232,5232,5232,2857,2857,2857,3126,SOGOU INC.,14.190240611183453,0.07693965326613206,0001104659-21-038046,1713947,20-F,20201231.0,2020.0,20210318,1713947,SOGO US Equity,1713947.0,SOGO,5
5233,5233,5233,1549,1549,1549,3378,SOHU.COM LTD,8.637858500823206,0.3737602158322596,0001193125-21-084895,1734107,20-F,20201231.0,2020.0,20210318,1734107,,,,5
5234,5234,5234,2780,2780,2780,2228,SOL-GEL TECHNOLOGIES LTD.,13.85606183513186,0.08559511821586675,0001178913-21-000909,1684693,20-F,20201231.0,2020.0,20210304,1684693,SLGL US Equity,1684693.0,SLGL,5
5235,5235,5235,3947,3947,3947,527,"SOLAREDGE TECHNOLOGIES, INC.",20.02330477861855,0.010248239735647846,0001178913-21-000696,1419612,10-K,20201231.0,2020.0,20210219,1419612,SEDG US Equity,1419612.0,SEDG,5
5236,5236,5236,1265,1265,1265,803,"SOLARIS OILFIELD INFRASTRUCTURE, INC.",7.283292036756578,0.5063988349130117,0001697500-21-000019,1697500,10-K,20201231.0,2020.0,20210223,1697500,SOI US Equity,1697500.0,SOI,5
5237,5237,5237,546,546,546,109,"SOLARWINDOW TECHNOLOGIES, INC.",16.199442224442226,0.039612830130200616,0001171843-20-007829,1071840,10-K,20200831.0,2020.0,20201110,1071840,WNDW US Equity,1071840.0,WNDW,5
5238,5238,5238,5079,5079,5079,1904,SOLARWINDS CORP,36.11587758866587,1.6722848247354153e-05,0001739942-21-000043,1739942,10-K,20201231.0,2020.0,20210301,1739942,SWI US Equity,1739942.0,SWI,5
5239,5239,5239,2004,2004,2004,2463,SOLENO THERAPEUTICS INC,10.582387167681283,0.2265023748946493,0001564590-21-010569,1484565,10-K,20201231.0,2020.0,20210303,1484565,,,,5
5240,5240,5240,2018,2018,2018,3205,SOLID BIOSCIENCES INC.,10.64774217611276,0.22246828878865832,0001564590-21-013153,1707502,10-K,20201231.0,2020.0,20210315,1707502,SLDB US Equity,1707502.0,SLDB,5
5241,5241,5241,2565,2565,2565,3903,"SOLIGENIX, INC.",13.011303893239374,0.11146127184248253,0001213900-21-018698,812796,10-K,20201231.0,2020.0,20210330,812796,,,,5
5242,5242,5242,1733,1733,1733,2315,SOLITARIO ZINC CORP.,9.448066426327296,0.3059175926599298,0001654954-21-002412,917225,10-K,20201231.0,2020.0,20210305,917225,,,,5
5243,5243,5243,4317,4317,4317,2244,"SOLITON, INC.",22.916194933842,0.0034735250672483483,0001548187-21-000015,1548187,10-K,20201231.0,2020.0,20210304,1548187,SOLY US Equity,1548187.0,SOLY,5
5244,5244,5244,6031,6031,6031,934,SOLITRON DEVICES INC,20.793636428930547,0.007716293674062105,0001654954-21-007088,91668,10-K,20210228.0,2020.0,20210621,91668,,,,5
5245,5245,5245,2122,2122,2122,710,SONIC AUTOMOTIVE INC,11.068164598441383,0.19786673473886915,0001043509-21-000004,1043509,10-K,20201231.0,2020.0,20210223,1043509,SAH US Equity,1043509.0,SAH,5
5246,5246,5246,452,452,452,369,SONIC FOUNDRY INC,10.93360944729231,0.20548943333075445,0001437749-20-025808,1029744,10-K,20200930.0,2020.0,20201222,1029744,,,,5
5247,5247,5247,1570,1570,1570,3387,SONIM TECHNOLOGIES INC,8.770564107159899,0.3620191934751953,0001564590-21-014012,1178697,10-K,20201231.0,2020.0,20210318,1178697,,,,5
5248,5248,5248,397,397,397,336,"SONNET BIOTHERAPEUTICS HOLDINGS, INC.",8.200145835252219,0.4141676605134517,0001493152-20-023801,1106838,10-K,20200930.0,2020.0,20201217,1106838,,,,5
5249,5249,5249,5827,5827,5827,847,SONO TEK CORP,15.684644604186056,0.04712276226994989,0001171520-21-000215,806172,10-K,20210228.0,2020.0,20210528,806172,,,,5
5250,5250,5250,3699,3699,3699,1286,SONOCO PRODUCTS CO,18.442786472727114,0.01814110085325946,0000091767-21-000011,91767,10-K,20201231.0,2020.0,20210226,91767,SON US Equity,91767.0,SON,5
5251,5251,5251,510,510,510,208,SONOS INC,13.956332740120725,0.08291071118714381,0001314727-20-000052,1314727,10-K,20200930.0,2020.0,20201123,1314727,SONO US Equity,1314727.0,SONO,5
5252,5252,5252,5853,5853,5853,936,SONY GROUP CORP,16.178181711750373,0.03989963881617212,0001193125-21-195631,313838,20-F,20210331.0,2020.0,20210622,313838,,,,5
5253,5253,5253,3682,3682,3682,860,"SORRENTO THERAPEUTICS, INC.",18.373859256603406,0.01859176671110347,0001564590-21-006983,850261,10-K,20201231.0,2020.0,20210219,850261,SRNE US Equity,850261.0,SRNE,5
5254,5254,5254,5641,5641,5641,695,SOS LTD,11.96993120262489,0.1525505294610888,0001213900-21-024630,1346610,20-F,20201231.0,2020.0,20210505,1346610,SOS US Equity,1346610.0,SOS,5
5255,5255,5255,3979,3979,3979,3579,SOTHERLY HOTELS INC.,20.354779574395774,0.009073984599811263,0001564590-21-015129,1301236,10-K,20201231.0,2020.0,20210324,1301236,,,,5
5256,5256,5256,4985,4985,4985,3892,"SOUND FINANCIAL BANCORP, INC.",32.609076652838795,7.241908254082191e-05,0001541119-21-000009,1541119,10-K,20201231.0,2020.0,20210330,1541119,SFBC US Equity,1541119.0,SFBC,5
5257,5257,5257,3848,3848,3848,4353,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,19.342706602628702,0.013130482473415984,0001163609-21-000022,1163609,10-K,20201231.0,2020.0,20210331,1163609,,,,5
5258,5258,5258,1058,1058,1058,986,SOUTH JERSEY INDUSTRIES INC,6.086184633796518,0.6375783970176373,0000091928-21-000014,91928,10-K,20201231.0,2020.0,20210225,91928,SJI US Equity,91928.0,SJI,5
5259,5259,5259,2233,2233,2233,3134,"SOUTH PLAINS FINANCIAL, INC.",11.557257294500575,0.17207781699570932,0001140361-21-008218,1163668,10-K,20201231.0,2020.0,20210311,1163668,SPFI US Equity,1163668.0,SPFI,5
5260,5260,5260,4149,4149,4149,1818,SOUTH STATE CORP,21.58295716275575,0.005749938769802353,0001558370-21-001976,764038,10-K,20201231.0,2020.0,20210226,764038,SSB US Equity,764038.0,SSB,5
5261,5261,5261,5327,5327,5327,139,SOUTHEAST AIRPORT GROUP,4.27404302422073,0.8315906409835238,0001104659-21-049375,1123452,20-F,20201231.0,2020.0,20210412,1123452,,,,5
5262,5262,5262,3577,3577,3577,677,SOUTHERN CO,17.759739434859714,0.023101676857315626,0000092122-21-000006,92122,10-K,20201231.0,2020.0,20210218,92122,SO US Equity,92122.0,SO,5
5263,5263,5263,1719,1719,1719,1452,SOUTHERN COPPER CORP_,9.399347995554892,0.3097348844407404,0001558370-21-001894,1001838,10-K,20201231.0,2020.0,20210226,1001838,SCCO US Equity,1001838.0,SCCO,5
5264,5264,5264,4683,4683,4683,1987,SOUTHERN FIRST BANCSHARES INC,27.013520103847853,0.0007031960790199497,0001206774-21-000565,1090009,10-K,20201231.0,2020.0,20210302,1090009,SFST US Equity,1090009.0,SFST,5
5265,5265,5265,130,130,130,221,"SOUTHERN MISSOURI BANCORP, INC.",12.649645869900956,0.12448626094856645,0001104659-20-104927,916907,10-K,20200630.0,2020.0,20200914,916907,SMBC US Equity,916907.0,SMBC,5
5266,5266,5266,4374,4374,4374,3326,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC,23.40818292339415,0.002877872338628824,0001558370-21-003093,1325670,10-K,20201231.0,2020.0,20210316,1325670,FRST US Equity,1325670.0,FRST,5
5267,5267,5267,3901,3901,3901,1294,SOUTHSIDE BANCSHARES INC,19.66147678345505,0.01169555336204524,0000705432-21-000013,705432,10-K,20201231.0,2020.0,20210226,705432,SBSI US Equity,705432.0,SBSI,5
5268,5268,5268,2297,2297,2297,123,SOUTHWEST AIRLINES CO,11.840490668452079,0.15846395142991726,0000092380-21-000033,92380,10-K,20201231.0,2020.0,20210208,92380,LUV US Equity,92380.0,LUV,5
5269,5269,5269,3335,3335,3335,1704,"SOUTHWEST GAS HOLDINGS, INC.",16.427319298255565,0.03665659489460942,0001692115-21-000008,1692115,10-K,20201231.0,2020.0,20210225,1692115,SWX US Equity,1692115.0,SWX,5
5270,5270,5270,371,371,371,297,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",6.713218807336454,0.5678664571881609,0001424844-20-000019,1424844,10-K,20200930.0,2020.0,20201211,1424844,,,,5
5271,5271,5271,2152,2152,2152,1589,SOUTHWESTERN ENERGY CO,11.204471552399767,0.19038054789996176,0000007332-21-000016,7332,10-K,20201231.0,2020.0,20210301,7332,SWN US Equity,7332.0,SWN,5
5272,5272,5272,3939,3939,3939,543,SOUTHWESTERN PUBLIC SERVICE CO,19.96282349600497,0.010477620360257487,0000092521-21-000003,92521,10-K,20201231.0,2020.0,20210217,92521,,,,5
5273,5273,5273,2289,2289,2289,4244,SOW GOOD INC.,11.784054103790949,0.1611020413078482,0001683168-21-001122,1490161,10-K,20201231.0,2020.0,20210331,1490161,,,,5
5274,5274,5274,2792,2792,2792,681,SP PLUS CORP,13.896651526353516,0.08449924516501911,0001564590-21-007047,1059262,10-K,20201231.0,2020.0,20210222,1059262,SP US Equity,1059262.0,SP,5
5275,5275,5275,3374,3374,3374,4130,"SPAR GROUP, INC.",16.59454339078265,0.034619154838525616,0001437749-21-007784,1004989,10-K,20201231.0,2020.0,20210331,1004989,,,,5
5276,5276,5276,1073,1073,1073,2352,"SPARK ENERGY, INC.",6.171927944767291,0.6279801577079404,0001606268-21-000015,1606268,10-K,20201231.0,2020.0,20210304,1606268,VIA US Equity,1606268.0,VIA,5
5277,5277,5277,1274,1274,1274,4549,SPARK NETWORKS SE,7.334408443798244,0.5010193915942842,0001628280-21-006260,1705338,10-K,20201231.0,2020.0,20210331,1705338,,,,5
5278,5278,5278,263,263,263,81,"SPARTA COMMERCIAL SERVICES, INC.",24.63092324342325,0.0017948533799918894,0001493152-20-015545,318299,10-K,20200430.0,2020.0,20200813,318299,,,,5
5279,5279,5279,2486,2486,2486,3538,SPARTACUS ACQUISITION CORP,12.67817737817738,0.1234127057327845,0001213900-21-017360,1822553,10-K,20201231.0,2020.0,20210324,1822553,TMTS US Equity,1822553.0,TMTS,5
5280,5280,5280,1902,1902,1902,3113,SPARTAN ACQUISITION CORP. II,10.125438596491227,0.2563319588100945,0001213900-21-014758,1821850,10-K,20201231.0,2020.0,20210311,1821850,SUNL US Equity,1821850.0,SUNL,5
5281,5281,5281,5262,5262,5262,2464,SPARTANNASH CO,62.688448774459715,1.3800172184293297e-10,0001564590-21-010568,877422,10-K,20201231.0,2020.0,20210303,877422,SPTN US Equity,877422.0,SPTN,5
5282,5282,5282,422,422,422,221,SPDR GOLD TRUST,9.75146781323252,0.28290477535302283,0001193125-20-301561,1222333,10-K,20200930.0,2020.0,20201124,1222333,,,,5
5283,5283,5283,2847,2847,2847,427,SPECTRAL CAPITAL CORP,14.15,0.07793853349429022,0001096906-21-000354,1131903,10-K,20201231.0,2020.0,20210218,1131903,,,,5
5284,5284,5284,556,556,556,157,"SPECTRUM BRANDS HOLDINGS, INC.",16.846447250104507,0.031748326302833044,0000109177-20-000058,109177,10-K,20200930.0,2020.0,20201118,109177,SPB US Equity,109177.0,SPB,5
5285,5285,5285,5880,5880,5880,7,"SPECTRUM GLOBAL SOLUTIONS, INC.",16.89302295608457,0.031242501372771188,0001213900-21-019622,1413891,10-K,20201231.0,2020.0,20210401,1413891,,,,5
5286,5286,5286,1457,1457,1457,3958,SPECTRUM PHARMACEUTICALS INC,8.177427652049893,0.4163333109070948,0000831547-21-000009,831547,10-K,20201231.0,2020.0,20210331,831547,SPPI US Equity,831547.0,SPPI,5
5287,5287,5287,984,984,984,3036,"SPERO THERAPEUTICS, INC.",5.560830684050499,0.696291547597667,0001564590-21-012514,1701108,10-K,20201231.0,2020.0,20210311,1701108,SPRO US Equity,1701108.0,SPRO,5
5288,5288,5288,5656,5656,5656,129,SPHERE 3D CORP,12.416772487128224,0.13355468048357275,0001591956-21-000010,1591956,20-F,20201231.0,2020.0,20210409,1591956,ANY US Equity,1591956.0,ANY,5
5289,5289,5289,5440,5440,5440,599,"SPI ENERGY CO., LTD.",7.848876726389003,0.4483699745109643,0001683168-21-001594,1210618,20-F,20201231.0,2020.0,20210429,1210618,,,,5
5290,5290,5290,6110,6110,6110,216,SPINDLETOP OIL & GAS CO,23.900842400681192,0.0023811732778093084,0001017386-21-000113,867038,10-K,20201231.0,2020.0,20210415,867038,,,,5
5291,5291,5291,5027,5027,5027,4167,"SPINE INJURY SOLUTIONS, INC",33.6732311548101,4.655480809513847e-05,0001185185-21-000395,1066764,10-K,20201231.0,2020.0,20210326,1066764,,,,5
5292,5292,5292,373,373,373,166,SPIRE INC,6.934568100596576,0.5437085065565949,0001564590-20-054448,1126956,10-K,20200930.0,2020.0,20201118,1126956,SR US Equity,1126956.0,SR,5
5293,5293,5293,1205,1205,1205,1681,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",7.005543409991192,0.5360346928200004,0001628280-21-003321,1364885,10-K,20201231.0,2020.0,20210225,1364885,SPR US Equity,1364885.0,SPR,5
5294,5294,5294,3942,3942,3942,173,"SPIRIT AIRLINES, INC.",19.99610634601118,0.01035079168586798,0001498710-21-000020,1498710,10-K,20201231.0,2020.0,20210210,1498710,SAVE US Equity,1498710.0,SAVE,5
5295,5295,5295,3008,3008,3008,2556,"SPIRIT OF TEXAS BANCSHARES, INC.",14.820548441042408,0.06273015430198495,0001564590-21-011144,1499453,10-K,20201231.0,2020.0,20210305,1499453,STXB US Equity,1499453.0,STXB,5
5296,5296,5296,5247,5247,5247,528,"SPIRIT REALTY CAPITAL, INC.",54.732918814987784,4.975261553996443e-09,0001193125-21-048278,1308606,10-K,20201231.0,2020.0,20210219,1308606,SRC US Equity,1308606.0,SRC,5
5297,5297,5297,5967,5967,5967,230,"SPIRITS TIME INTERNATIONAL, INC.",19.005178048230785,0.014831979920158687,0001096906-21-000778,1434737,10-K,20201231.0,2020.0,20210415,1434737,,,,5
5298,5298,5298,1436,1436,1436,2408,"SPLASH BEVERAGE GROUP, INC.",8.091201173554115,0.4246124383054333,0001731122-21-000336,1553788,10-K,20201231.0,2020.0,20210308,1553788,,,,5
5299,5299,5299,835,835,835,4117,SPLUNK INC,4.132176279220259,0.845005393485872,0001353283-21-000009,1353283,10-K,20210131.0,2020.0,20210331,1353283,SPLK US Equity,1353283.0,SPLK,5
5300,5300,5300,2151,2151,2151,437,"SPOK HOLDINGS, INC",11.202556499103816,0.19048410032187807,0001289945-21-000007,1289945,10-K,20201231.0,2020.0,20210218,1289945,SPOK US Equity,1289945.0,SPOK,5
5301,5301,5301,2944,2944,2944,3875,SPORTS VENTURES ACQUISITION CORP.,14.575641025641026,0.06794141806705069,0001213900-21-018768,1826574,10-K,20201231.0,2020.0,20210330,1826574,AKIC US Equity,1826574.0,AKIC,5
5302,5302,5302,5540,5540,5540,49,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",9.96725422086335,0.2673317716937554,0001558370-21-003940,1132105,10-K,20210131.0,2020.0,20210402,1132105,SPWH US Equity,1132105.0,SPWH,5
5303,5303,5303,1723,1723,1723,3954,SPORTSTEK ACQUISITION CORP.,9.416666666666666,0.30837402449208845,0001140361-21-010877,1836259,10-K,20201231.0,2020.0,20210330,1836259,SPTK US Equity,1836259.0,SPTK,5
5304,5304,5304,3491,3491,3491,178,SPOTIFY TECHNOLOGY S.A.,17.252355043330656,0.0275860074921003,0001639920-21-000006,1639920,20-F,20201231.0,2020.0,20210205,1639920,SPOT US Equity,1639920.0,SPOT,5
5305,5305,5305,1801,1801,1801,2287,SPRAGUE RESOURCES LP,9.725492451155793,0.2848237971008855,0001525287-21-000017,1525287,10-K,20201231.0,2020.0,20210305,1525287,SRLP US Equity,1525287.0,SRLP,5
5306,5306,5306,4311,4311,4311,4328,SPRING VALLEY ACQUISITION CORP.,22.829761904761906,0.003589827853890376,0001104659-21-044607,1822966,10-K,20201231.0,2020.0,20210331,1822966,SV US Equity,1822966.0,SV,5
5307,5307,5307,3517,3517,3517,1499,"SPRINGWORKS THERAPEUTICS, INC.",17.36724567829831,0.02650423163615345,0001558370-21-001708,1773427,10-K,20201231.0,2020.0,20210225,1773427,SWTX US Equity,1773427.0,SWTX,5
5308,5308,5308,1603,1603,1603,909,"SPROUT SOCIAL, INC.",8.921608771374023,0.3489520914178469,0001517375-21-000009,1517375,10-K,20201231.0,2020.0,20210224,1517375,SPT US Equity,1517375.0,SPT,5
5309,5309,5309,5083,5083,5083,1588,"SPROUTS FARMERS MARKET, INC.",36.38300697495775,1.4940018523044006e-05,0001564590-21-008832,1575515,10-K,20201231.0,2020.0,20210225,1575515,SFM US Equity,1575515.0,SFM,5
5310,5310,5310,2293,2293,2293,3456,"SPRUCE BIOSCIENCES, INC.",11.804104343931927,0.16016060924191514,0001564590-21-014593,1683553,10-K,20201231.0,2020.0,20210322,1683553,SPRB US Equity,1683553.0,SPRB,5
5311,5311,5311,3769,3769,3769,1058,SPS COMMERCE INC,18.81837305369316,0.015861755453420858,0001564590-21-007614,1092699,10-K,20201231.0,2020.0,20210223,1092699,SPSC US Equity,1092699.0,SPSC,5
5312,5312,5312,4130,4130,4130,1285,SPX CORP,21.31796897949072,0.006349057537640547,0000088205-21-000009,88205,10-K,20201231.0,2020.0,20210226,88205,SPXC US Equity,88205.0,SPXC,5
5313,5313,5313,1176,1176,1176,588,"SPX FLOW, INC.",6.850027630689652,0.5528967913493531,0001641991-21-000016,1641991,10-K,20201231.0,2020.0,20210219,1641991,FLOW US Equity,1641991.0,FLOW,5
5314,5314,5314,3495,3495,3495,4112,"SPYR, INC.",17.256880528891394,0.027542624712869158,0001262463-21-000108,829325,10-K,20201231.0,2020.0,20210331,829325,,,,5
5315,5315,5315,2440,2440,2440,1034,"SQUARE, INC.",12.447214669391865,0.13233778137821606,0001512673-21-000008,1512673,10-K,20201231.0,2020.0,20210223,1512673,SQ US Equity,1512673.0,SQ,5
5316,5316,5316,1307,1307,1307,3168,SQZ BIOTECHNOLOGIES CO,7.463764720763145,0.4875190275653155,0001564590-21-013996,1604477,10-K,20201231.0,2020.0,20210318,1604477,SQZ US Equity,1604477.0,SQZ,5
5317,5317,5317,3541,3541,3541,4484,"SRAX, INC.",17.532631308946605,0.02501675333023058,0001493152-21-007542,1538217,10-K,20201231.0,2020.0,20210331,1538217,SRAX US Equity,1538217.0,SRAX,5
5318,5318,5318,2458,2458,2458,1617,SS&C TECHNOLOGIES HOLDINGS INC,12.539695649939894,0.12869932611465826,0001564590-21-008862,1402436,10-K,20201231.0,2020.0,20210225,1402436,SSNC US Equity,1402436.0,SSNC,5
5319,5319,5319,1187,1187,1187,1159,ST JOE CO,6.909368556271063,0.546442033035595,0001558370-21-001636,745308,10-K,20201231.0,2020.0,20210224,745308,JOE US Equity,745308.0,JOE,5
5320,5320,5320,4417,4417,4417,1187,STAAR SURGICAL CO,23.751832841954798,0.0025218898982807946,0001564590-21-008098,718937,10-K,20201231.0,2020.0,20210224,718937,STAA US Equity,718937.0,STAA,5
5321,5321,5321,3230,3230,3230,2935,"STABILIS SOLUTIONS, INC.",15.915759676373488,0.04360184350081772,0001043186-21-000010,1043186,10-K,20201231.0,2020.0,20210316,1043186,SLNG US Equity,1043186.0,SLNG,5
5322,5322,5322,1608,1608,1608,2576,STABLE ROAD ACQUISITION CORP.,8.957749766573297,0.3458726797488648,0001213900-21-013891,1781162,10-K,20201231.0,2020.0,20210308,1781162,MNTS US Equity,1781162.0,MNTS,5
5323,5323,5323,6046,6046,6046,383,"STAFFING 360 SOLUTIONS, INC.",21.39233969476545,0.006175101982355227,0001493152-21-009047,1499717,10-K,20201231.0,2020.0,20210416,1499717,,,,5
5324,5324,5324,3428,3428,3428,172,"STAG INDUSTRIAL, INC.",16.928105278618723,0.030866481209829683,0001479094-21-000007,1479094,10-K,20201231.0,2020.0,20210210,1479094,STAG US Equity,1479094.0,STAG,5
5325,5325,5325,997,997,997,1358,STAMPS.COM INC,5.653331358351622,0.685999366898031,0001082923-21-000033,1082923,10-K,20201231.0,2020.0,20210226,1082923,STMP US Equity,1082923.0,STMP,5
5326,5326,5326,3831,3831,3831,4490,STANDARD AVB FINANCIAL CORP.,19.218547052752164,0.013733553216553404,0001558370-21-003787,1492915,10-K,20201231.0,2020.0,20210331,1492915,,,,5
5327,5327,5327,3547,3547,3547,59,"STANDARD METALS PROCESSING, INC.",17.566925721337487,0.024718295370514082,0001213900-21-004401,773717,10-K,20201231.0,2020.0,20210126,773717,,,,5
5328,5328,5328,2965,2965,2965,1112,"STANDARD MOTOR PRODUCTS, INC.",14.643660980514527,0.06645601157793206,0001140361-21-005993,93389,10-K,20201231.0,2020.0,20210224,93389,SMP US Equity,93389.0,SMP,5
5329,5329,5329,179,179,179,128,STANDEX INTERNATIONAL CORP_DE_,15.887175515363126,0.044023741323748325,0001437749-20-018688,310354,10-K,20200630.0,2020.0,20200825,310354,SXI US Equity,310354.0,SXI,5
5330,5330,5330,4256,4256,4256,409,"STANLEY BLACK & DECKER, INC.",22.427119311323228,0.0041831460740990095,0000093556-21-000008,93556,10-K,20201231.0,2020.0,20210218,93556,SWK US Equity,93556.0,SWK,5
5331,5331,5331,3756,3756,3756,3184,STAR ALLIANCE INTERNATIONAL CORP.,18.761694677871148,0.016187390455291974,0001683168-21-000994,1614556,10-K,20200630.0,2020.0,20210318,1614556,STAL US Equity,1614556.0,STAL,5
5332,5332,5332,5742,5742,5742,0,STAR BULK CARRIERS CORP.,13.878631139022335,0.08498421614012287,0000919574-21-002709,1386716,20-F,20201231.0,2020.0,20210401,1386716,SBLK US Equity,1386716.0,SBLK,5
5333,5333,5333,3442,3442,3442,4093,"STAR EQUITY HOLDINGS, INC.",17.007339318914273,0.030032746634413108,0000707388-21-000009,707388,10-K,20201231.0,2020.0,20210329,707388,,,,5
5334,5334,5334,159,159,159,36,STAR GOLD CORP.,14.266643323996265,0.07507477736406766,0001199835-20-000185,1401835,10-K,20200430.0,2020.0,20200729,1401835,,,,5
5335,5335,5335,380,380,380,270,"STAR GROUP, L.P.",7.377077367015692,0.4965480355727854,0001564590-20-056309,1002590,10-K,20200930.0,2020.0,20201207,1002590,SGU US Equity,1002590.0,SGU,5
5336,5336,5336,3423,3423,3423,2224,STAR PEAK ENERGY TRANSITION CORP.,16.90553301780482,0.03110792731581489,0001104659-21-031725,1758766,10-K,20201231.0,2020.0,20210304,1758766,STEM US Equity,1758766.0,STEM,5
5337,5337,5337,4598,4598,4598,2845,STARBOARD VALUE ACQUISITION CORP.,25.996993746993752,0.0010515445242101325,0001104659-21-036308,1794905,10-K,20201231.0,2020.0,20210315,1794905,CYXT US Equity,1794905.0,CYXT,5
5338,5338,5338,502,502,502,114,STARBUCKS CORP,13.435961370826705,0.09770401285661776,0000829224-20-000078,829224,10-K,20200930.0,2020.0,20201112,829224,SBUX US Equity,829224.0,SBUX,5
5339,5339,5339,5955,5955,5955,224,"STARCO BRANDS, INC.",18.55992063492064,0.017398883448136143,0001091818-21-000049,1539850,10-K,20201231.0,2020.0,20210415,1539850,,,,5
5340,5340,5340,180,180,180,32,STARCORE INTERNATIONAL MINES LTD.,15.890824270328913,0.04396967701126436,0001564590-20-033911,1301713,20-F,20200430.0,2020.0,20200728,1301713,,,,5
5341,5341,5341,6272,6272,6272,428,"STARGUIDE GROUP, INC.",41.62777777777778,1.5903896370357122e-06,0001477932-21-002551,1803096,10-K,20210131.0,2020.0,20210421,1803096,,,,5
5342,5342,5342,6057,6057,6057,150,"STARK FOCUS GROUP, INC.",21.958543417366947,0.004993247112875182,0001640334-21-000838,1794942,10-K,20201231.0,2020.0,20210412,1794942,,,,5
5343,5343,5343,74,74,74,258,STARRETT L S CO,9.914736816175893,0.27106137253059703,0001437749-20-020023,93676,10-K,20200630.0,2020.0,20200922,93676,,,,5
5344,5344,5344,205,205,205,116,"STARTECH LABS, INC.",17.383333333333333,0.026355972338289558,0001640334-20-002219,1584480,10-K,20200531.0,2020.0,20200821,1584480,,,,5
5345,5345,5345,2777,2777,2777,3307,"STARTEK, INC.",13.838933464047965,0.08606136211826529,0001437749-21-006156,1031029,10-K,20201231.0,2020.0,20210316,1031029,SRT US Equity,1031029.0,SRT,5
5346,5346,5346,4724,4724,4724,1500,"STARWOOD PROPERTY TRUST, INC.",27.554115962786685,0.0005668966631156263,0001558370-21-001712,1465128,10-K,20201231.0,2020.0,20210225,1465128,STWD US Equity,1465128.0,STWD,5
5347,5347,5347,1584,1584,1584,4106,"STARWOOD REAL ESTATE INCOME TRUST, INC.",8.835530959964144,0.3563599128242909,0001564590-21-015799,1711929,10-K,20201231.0,2020.0,20210326,1711929,,,,5
5348,5348,5348,2361,2361,2361,2488,STATE AUTO FINANCIAL CORP,12.107327873131702,0.14647903849791685,0000874977-21-000035,874977,10-K,20201231.0,2020.0,20210310,874977,STFC US Equity,874977.0,STFC,5
5349,5349,5349,2939,2939,2939,484,STATE STREET CORP,14.56925359937366,0.06808243961382059,0000093751-21-000476,93751,10-K,20201231.0,2020.0,20210219,93751,STT US Equity,93751.0,STT,5
5350,5350,5350,1667,1667,1667,2866,"STEADFAST APARTMENT REIT, INC.",9.19299176099163,0.32627803951001594,0001585219-21-000024,1585219,10-K,20201231.0,2020.0,20210312,1585219,STFR US Equity,1585219.0,STFR,5
5351,5351,5351,5542,5542,5542,75,STEALTH BIOTHERAPEUTICS CORP,10.012647590215504,0.2641393420251133,0001564590-21-017843,1696396,20-F,20201231.0,2020.0,20210406,1696396,,,,5
5352,5352,5352,6048,6048,6048,506,STEALTHGAS INC.,21.51925319144516,0.005888790076029249,0001193125-21-133884,1328919,20-F,20201231.0,2020.0,20210427,1328919,GASS US Equity,1328919.0,GASS,5
